y,trend_1,trend_2,period7_seasonality,period12_seasonality,period30_seasonality,period52_seasonality,period365_seasonality
141.6972,-0.5396999999999821,-12.623400000000004,113.1833,156.9814,102.0735,95.3665,0.0
158.4195,4.151700000000005,-11.481199999999973,97.419,184.1093,94.1296,123.4377,0.0
146.3529,16.72229999999999,4.691399999999987,94.4327,169.3725,104.9496,133.6159,0.0
137.5518,-12.066599999999994,12.570599999999985,103.5788,152.8792,122.5914,140.7597,0.0
116.5002,-8.80110000000002,-28.788899999999984,127.1437,136.2178,138.8764,150.5615,0.0
105.4953,-21.05159999999998,3.2654999999999745,138.0852,113.1833,150.0524,165.0825,0.0
94.5096,-11.004900000000006,-12.25049999999996,137.5455,97.419,148.7095,159.3991,0.0
83.5459,-10.985699999999994,10.046699999999973,141.6972,94.4327,174.4632,152.2206,0.0
96.5701,-10.963700000000003,0.019200000000012096,158.4195,103.5788,173.0159,128.2921,0.0
118.2285,13.024199999999993,0.02199999999999136,146.3529,127.1437,164.7302,109.5646,0.0
129.3521,21.6584,23.987899999999996,137.5518,138.0852,137.9415,96.3109,0.0
134.3474,11.12360000000001,8.634200000000007,116.5002,137.5455,127.0089,90.508,0.0
140.5265,4.995299999999986,-10.53479999999999,105.4953,141.6972,108.0761,99.4781,0.0
149.2407,6.179100000000005,-6.128300000000024,94.5096,158.4195,95.7693,119.706,0.0
139.2554,8.714200000000005,1.1838000000000193,83.5459,146.3529,108.7666,134.2504,0.0
129.8794,-9.985299999999995,2.5351,96.5701,137.5518,129.4163,141.2588,0.0
114.7175,-9.376000000000005,-18.6995,118.2285,116.5002,145.4127,144.7913,0.0
96.584,-15.161900000000003,0.6092999999999904,129.3521,105.4953,151.9554,159.228,0.0
82.2537,-18.133499999999998,-5.785899999999998,134.3474,94.5096,156.9814,155.8514,0.0
78.6816,-14.330300000000008,-2.971599999999995,140.5265,83.5459,184.1093,143.5421,0.0
86.3952,-3.572099999999992,3.8031999999999897,149.2407,96.5701,169.3725,121.3149,0.0
100.6297,7.7136,10.758200000000016,139.2554,118.2285,152.8792,109.9283,0.0
106.4133,14.234499999999997,11.285699999999991,129.8794,129.3521,136.2178,102.0735,0.0
112.6711,5.783600000000007,6.5208999999999975,114.7175,134.3474,113.1833,94.1296,0.0
116.2802,6.257799999999989,-8.45089999999999,96.584,140.5265,97.419,104.9496,0.0
128.8553,3.609099999999998,0.47419999999998197,82.2537,149.2407,94.4327,122.5914,0.0
122.1347,12.575100000000006,-2.648699999999991,78.6816,139.2554,103.5788,138.8764,0.0
119.6529,-6.720600000000005,8.966000000000008,86.3952,129.8794,127.1437,150.0524,0.0
103.5391,-2.4817999999999927,-19.29570000000001,100.6297,114.7175,138.0852,148.7095,0.0
92.1367,-16.113799999999998,4.238800000000012,106.4133,96.584,137.5455,174.4632,0.0
84.3381,-11.4024,-13.632000000000005,112.6711,82.2537,141.6972,173.0159,0.0
79.5262,-7.7986000000000075,4.711399999999998,116.2802,78.6816,158.4195,164.7302,0.0
93.351,-4.811899999999994,3.6037999999999926,128.8553,86.3952,146.3529,137.9415,0.0
111.2944,13.824799999999996,2.9867000000000132,122.1347,100.6297,137.5518,127.0089,0.0
125.0698,17.943399999999997,18.63669999999999,119.6529,106.4133,116.5002,108.0761,0.0
136.5341,13.775400000000005,4.118600000000001,103.5391,112.6711,105.4953,95.7693,0.0
135.6032,11.464299999999994,-4.167999999999992,92.1367,116.2802,94.5096,108.7666,0.0
150.1199,-0.9309000000000083,-2.3111000000000104,84.3381,128.8553,83.5459,129.4163,0.0
145.4325,14.516700000000014,-12.395200000000003,79.5262,122.1347,96.5701,145.4127,0.0
131.8293,-4.687399999999997,15.447600000000023,93.351,119.6529,118.2285,151.9554,0.0
117.1805,-13.603200000000015,-19.20410000000001,111.2944,103.5391,129.3521,156.9814,0.0
113.7341,-14.648799999999994,-8.915800000000019,125.0698,92.1367,134.3474,184.1093,0.0
92.6327,-3.446399999999997,-1.045599999999979,136.5341,84.3381,140.5265,169.3725,0.0
88.5149,-21.101399999999998,11.202399999999997,135.6032,79.5262,149.2407,152.8792,0.0
101.375,-4.117800000000003,-17.655,150.1199,93.351,139.2554,136.2178,0.0
115.9745,12.860100000000003,16.983599999999996,145.4325,111.2944,129.8794,113.1833,0.0
122.6815,14.599500000000006,16.977900000000005,131.8293,125.0698,114.7175,97.419,0.0
134.3882,6.706999999999994,1.7394000000000034,117.1805,136.5341,96.584,94.4327,0.0
131.9872,11.706700000000012,-7.8925000000000125,113.7341,135.6032,82.2537,103.5788,0.0
148.4196,-2.4010000000000105,4.9997000000000185,92.6327,150.1199,78.6816,127.1437,0.0
141.4769,16.4324,-14.107700000000023,88.5149,145.4325,86.3952,138.0852,0.0
134.7753,-6.942700000000002,18.83340000000001,101.375,131.8293,100.6297,137.5455,0.0
128.6196,-6.701600000000013,-23.375100000000003,115.9745,117.1805,106.4133,141.6972,0.0
115.1136,-6.155699999999996,0.24109999999998877,122.6815,113.7341,112.6711,158.4195,0.0
105.0913,-13.505999999999986,0.5459000000000174,134.3882,92.6327,116.2802,146.3529,0.0
104.6018,-10.022300000000001,-7.35029999999999,131.9872,88.5149,128.8553,137.5518,0.0
120.9601,-0.4895000000000067,3.4836999999999847,148.4196,101.375,122.1347,116.5002,0.0
143.6813,16.3583,9.532799999999995,141.4769,115.9745,119.6529,105.4953,0.0
155.2061,22.721199999999996,16.847800000000007,134.7753,122.6815,103.5391,94.5096,0.0
169.2145,11.524799999999999,6.362899999999996,128.6196,134.3882,92.1367,83.5459,0.0
165.2011,14.008399999999995,-11.196399999999997,115.1136,131.9872,84.3381,96.5701,0.0
188.8447,-4.01339999999999,2.4835999999999956,105.0913,148.4196,79.5262,118.2285,59.9622
173.2341,23.643599999999992,-18.021799999999985,104.6018,141.4769,93.351,129.3521,67.0605
163.2352,-15.610599999999977,27.656999999999982,120.9601,134.7753,111.2944,134.3474,74.235
150.6134,-9.99890000000002,-39.25419999999997,143.6813,128.6196,125.0698,140.5265,78.112
136.756,-12.621799999999979,5.611699999999956,155.2061,115.1136,136.5341,149.2407,84.7636
114.5562,-13.857400000000013,-2.6228999999999587,169.2145,105.0913,135.6032,139.2554,100.596
105.6179,-22.199799999999996,-1.2356000000000336,165.2011,104.6018,150.1199,129.8794,100.1263
125.2497,-8.938299999999998,-8.342399999999984,188.8447,120.9601,145.4325,114.7175,96.3607
142.3906,19.6318,13.261499999999998,173.2341,143.6813,131.8293,96.584,85.8007
144.6613,17.140900000000002,28.570099999999996,163.2352,155.2061,117.1805,82.2537,70.3934
151.4035,2.270700000000005,-2.4908999999999963,150.6134,169.2145,113.7341,78.6816,60.8072
147.3393,6.742199999999997,-14.870199999999997,136.756,165.2011,92.6327,86.3952,58.6598
162.8491,-4.0642,4.471499999999992,114.5562,188.8447,88.5149,100.6297,61.0996
146.1043,15.509799999999984,-10.806399999999996,105.6179,173.2341,101.375,106.4133,72.2062
141.1325,-16.744799999999998,19.573999999999984,125.2497,163.2352,115.9745,112.6711,80.0984
126.7308,-4.971800000000002,-32.25459999999998,142.3906,150.6134,122.6815,116.2802,83.9059
115.8376,-14.401699999999991,11.772999999999996,144.6613,136.756,134.3882,128.8553,87.3712
106.6816,-10.893200000000007,-9.42989999999999,151.4035,114.5562,131.9872,122.1347,109.7467
93.5263,-9.155999999999992,3.5084999999999837,147.3393,105.6179,148.4196,119.6529,107.3748
104.1156,-13.155299999999997,1.7372000000000156,162.8491,125.2497,141.4769,103.5391,99.6631
126.0228,10.589299999999994,-3.999300000000005,146.1043,142.3906,134.7753,92.1367,91.6272
140.4459,21.907200000000003,23.74459999999999,141.1325,144.6613,128.6196,84.3381,75.3049
148.6412,14.423099999999991,11.317900000000009,126.7308,151.4035,115.1136,79.5262,65.9342
150.4552,8.195300000000003,-7.484100000000012,115.8376,147.3393,105.0913,93.351,61.5304
169.0362,1.813999999999993,-6.227799999999988,106.6816,162.8491,104.6018,111.2944,62.9796
157.2643,18.581000000000017,-6.38130000000001,93.5263,146.1043,120.9601,125.0698,75.3447
153.5255,-11.771900000000016,16.767000000000024,104.1156,141.1325,143.6813,136.5341,84.2683
144.4268,-3.7387999999999977,-30.352900000000034,126.0228,126.7308,155.2061,135.6032,84.5883
139.5258,-9.098700000000008,8.033100000000019,140.4459,115.8376,169.2145,150.1199,90.5395
120.5195,-4.900999999999982,-5.35990000000001,148.6412,106.6816,165.2011,145.4325,109.9025
111.2821,-19.00630000000001,4.197700000000026,150.4552,93.5263,188.8447,131.8293,103.8903
130.2719,-9.237399999999994,-14.105300000000028,169.0362,104.1156,173.2341,117.1805,101.0265
148.1976,18.98979999999999,9.768900000000016,157.2643,126.0228,163.2352,113.7341,89.4762
159.275,17.925700000000006,28.227199999999982,153.5255,140.4459,150.6134,92.6327,73.6952
171.8314,11.077400000000011,-1.064099999999982,144.4268,148.6412,136.756,88.5149,66.1573
169.9522,12.556399999999996,-6.848299999999995,139.5258,150.4552,114.5562,101.375,61.0653
196.1737,-1.8791999999999973,1.478999999999985,120.5195,169.0362,105.6179,115.9745,64.2659
190.2501,26.221499999999992,-14.435599999999994,111.2821,157.2643,125.2497,122.6815,75.4174
179.2849,-5.923599999999993,28.10069999999999,130.2719,153.5255,142.3906,134.3882,85.169
153.7389,-10.96520000000001,-32.145099999999985,148.1976,144.4268,144.6613,131.9872,85.0917
144.2127,-25.545999999999992,-5.041600000000017,159.275,139.5258,151.4035,148.4196,97.3552
122.2164,-9.526199999999989,-14.580799999999982,171.8314,120.5195,147.3393,141.4769,113.5254
106.9509,-21.99630000000002,16.019800000000004,169.9522,111.2821,162.8491,134.7753,108.1455
130.8295,-15.265499999999989,-12.47010000000003,196.1737,130.2719,146.1043,128.6196,104.8251
144.3001,23.87859999999999,6.7308000000000305,190.2501,148.1976,141.1325,115.1136,90.1157
156.3691,13.47059999999999,39.14409999999998,179.2849,159.275,126.7308,105.0913,75.7187
167.7272,12.069000000000017,-10.408000000000001,153.7389,171.8314,115.8376,104.6018,70.2168
159.9362,11.358100000000007,-1.4015999999999735,144.2127,169.9522,106.6816,120.9601,62.7436
182.6261,-7.790999999999997,-0.7109000000000094,122.2164,196.1737,93.5263,143.6813,61.9418
176.0375,22.689899999999994,-19.149100000000004,106.9509,190.2501,104.1156,155.2061,74.0597
164.2845,-6.588600000000014,30.48089999999999,130.8295,179.2849,126.0228,169.2145,86.9646
146.4184,-11.752999999999986,-29.278500000000008,144.3001,153.7389,140.4459,165.2011,90.131
127.9182,-17.866100000000017,-5.164399999999972,156.3691,144.2127,148.6412,188.8447,94.1542
111.0826,-18.500199999999992,-6.113100000000031,167.7272,122.2164,150.4552,173.2341,110.0257
102.3068,-16.8356,-0.6340999999999752,159.9362,106.9509,169.0362,163.2352,107.4617
126.2649,-8.775800000000004,1.664599999999993,182.6261,130.8295,157.2643,150.6134,103.8183
139.0987,23.9581,8.059799999999996,176.0375,144.3001,153.5255,136.756,92.238
153.0866,12.83380000000001,32.733900000000006,164.2845,156.3691,144.4268,114.5562,75.1034
169.9811,13.987899999999996,-11.124299999999991,146.4184,167.7272,139.5258,105.6179,67.532
167.3083,16.894499999999994,1.1540999999999855,127.9182,159.9362,120.5195,125.2497,62.483
180.0874,-2.672799999999995,2.9065999999999974,111.0826,182.6261,111.2821,142.3906,63.7684
167.2158,12.7791,-19.56729999999999,102.3068,176.0375,130.2719,144.6613,75.0613
149.2237,-12.8716,15.451899999999995,126.2649,164.2845,148.1976,151.4035,90.0211
141.9697,-17.992099999999994,-25.6507,139.0987,146.4184,159.275,147.3393,92.6645
126.3227,-7.254000000000019,-5.120499999999993,153.0866,127.9182,171.8314,162.8491,99.12
104.0224,-15.646999999999991,10.738099999999974,169.9811,111.0826,169.9522,146.1043,114.723
99.4948,-22.300299999999993,-8.392999999999972,167.3083,102.3068,196.1737,141.1325,112.3297
107.9956,-4.527600000000007,-6.6533000000000015,180.0874,126.2649,190.2501,126.7308,106.4137
124.8185,8.500799999999998,17.772699999999986,167.2158,139.0987,179.2849,115.8376,91.7217
139.8023,16.822900000000004,13.028400000000005,149.2237,153.0866,153.7389,106.6816,76.0245
141.8197,14.983800000000002,8.322100000000006,141.9697,169.9811,144.2127,93.5263,67.3937
143.6774,2.017400000000009,-1.839100000000002,126.3227,167.3083,122.2164,104.1156,61.4415
169.4044,1.8576999999999941,-12.966399999999993,104.0224,180.0874,106.9509,126.0228,61.888
145.0205,25.727000000000004,-0.15970000000001505,99.4948,167.2158,130.8295,140.4459,72.8712
139.7905,-24.38390000000001,23.86930000000001,107.9956,149.2237,144.3001,148.6412,83.9315
124.0207,-5.22999999999999,-50.110900000000015,124.8185,141.9697,156.3691,150.4552,89.0592
108.9576,-15.769800000000004,19.15390000000002,139.8023,126.3227,167.7272,169.0362,92.4522
102.446,-15.063100000000006,-10.539800000000014,141.8197,104.0224,159.9362,157.2643,111.3258
83.7946,-6.511600000000001,0.7066999999999979,143.6774,99.4948,182.6261,153.5255,106.9251
94.1914,-18.651399999999995,8.551500000000004,169.4044,107.9956,176.0375,144.4268,103.6909
115.2161,10.396799999999999,-12.139799999999994,145.0205,124.8185,164.2845,139.5258,90.6197
129.6325,21.024699999999996,29.048199999999994,139.7905,139.8023,146.4184,120.5195,79.1839
133.0755,14.416399999999996,10.627899999999997,124.0207,141.8197,127.9182,111.2821,67.8849
137.9925,3.443000000000012,-6.6083,108.9576,143.6774,111.0826,130.2719,62.4032
150.3558,4.917000000000002,-10.973399999999984,102.446,169.4044,102.3068,148.1976,63.0121
134.4829,12.363299999999981,1.4739999999999895,83.7946,145.0205,126.2649,159.275,73.9406
132.5304,-15.872899999999987,7.4462999999999795,94.1914,139.7905,139.0987,171.8314,86.4275
119.4439,-1.9525000000000148,-28.236199999999968,115.2161,124.0207,153.0866,169.9522,91.2026
106.7741,-13.086499999999987,13.920399999999972,129.6325,108.9576,169.9811,196.1737,94.7007
87.8541,-12.669799999999995,-11.133999999999972,133.0755,102.446,167.3083,190.2501,110.1034
77.7939,-18.92,0.41669999999999163,137.9925,83.7946,180.0874,179.2849,107.1544
91.2895,-10.060200000000009,-6.250200000000007,150.3558,94.1914,167.2158,153.7389,106.7727
110.4994,13.49560000000001,8.859799999999993,134.4829,115.2161,149.2237,144.2127,95.3163
127.0971,19.20989999999999,23.55580000000002,132.5304,129.6325,141.9697,122.2164,79.5977
132.6468,16.597700000000003,5.71429999999998,119.4439,133.0755,126.3227,106.9509,67.8927
134.5576,5.549700000000016,-2.612199999999987,106.7741,137.9925,104.0224,130.8295,63.285
143.9519,1.9107999999999947,-11.047999999999988,87.8541,150.3558,99.4948,144.3001,66.9827
128.8566,9.394299999999987,-3.638900000000021,77.7939,134.4829,107.9956,156.3691,76.4441
125.5563,-15.095300000000009,7.483499999999992,91.2895,132.5304,124.8185,167.7272,85.8896
116.0686,-3.300299999999993,-24.489599999999996,110.4994,119.4439,139.8023,159.9362,87.9979
97.752,-9.48769999999999,11.795000000000016,127.0971,106.7741,141.8197,182.6261,92.1732
81.0871,-18.316600000000008,-6.187399999999997,132.6468,87.8541,143.6774,176.0375,108.4666
72.7801,-16.66489999999999,-8.828900000000019,134.5576,77.7939,169.4044,164.2845,107.8745
92.611,-8.307000000000002,1.6517000000000195,143.9519,91.2895,145.0205,146.4184,107.8574
106.1656,19.8309,8.357899999999987,128.8566,110.4994,139.7905,127.9182,90.6691
114.2484,13.554599999999994,28.137900000000002,125.5563,127.0971,124.0207,111.0826,76.2283
116.6234,8.082800000000006,-6.276300000000006,116.0686,132.6468,108.9576,102.3068,66.4869
116.1365,2.375,-5.471799999999988,97.752,134.5576,102.446,126.2649,63.8654
120.7737,-0.48690000000000566,-5.707800000000006,81.0871,143.9519,83.7946,139.0987,60.5596
116.2615,4.637200000000007,-2.8619000000000057,72.7801,128.8566,94.1914,153.0866,76.4854
115.0031,-4.512200000000007,5.124100000000013,92.611,125.5563,115.2161,169.9811,86.6148
101.7561,-1.2583999999999946,-9.149400000000014,106.1656,116.0686,129.6325,167.3083,89.0339
91.1014,-13.247,3.2538000000000125,114.2484,97.752,133.0755,180.0874,93.6984
76.5099,-10.654700000000005,-11.988600000000005,116.6234,81.0871,137.9925,167.2158,110.6836
71.4595,-14.591499999999996,2.5922999999999945,116.1365,72.7801,150.3558,149.2237,110.7837
85.3987,-5.050399999999996,-3.936799999999991,120.7737,92.611,134.4829,141.9697,106.1196
99.5615,13.9392,9.5411,116.2615,106.1656,132.5304,126.3227,91.4711
112.4868,14.16279999999999,18.989599999999996,115.0031,114.2484,119.4439,104.0224,76.9246
114.8111,12.925300000000007,0.22359999999999047,101.7561,116.6234,106.7741,99.4948,71.0281
114.566,2.324299999999994,-1.237499999999983,91.1014,116.1365,87.8541,107.9956,66.5992
124.3428,-0.24509999999999366,-10.601000000000013,76.5099,120.7737,77.7939,124.8185,62.0754
112.327,9.776799999999994,-2.5693999999999875,71.4595,116.2615,91.2895,139.8023,77.0295
107.643,-12.015799999999999,10.021899999999988,85.3987,115.0031,110.4994,141.8197,88.5032
96.37,-4.6839999999999975,-21.792599999999993,99.5615,101.7561,127.0971,143.6774,86.244
88.8864,-11.272999999999996,7.331800000000001,112.4868,91.1014,132.6468,169.4044,93.3385
74.8375,-7.48360000000001,-6.588999999999999,114.8111,76.5099,134.5576,145.0205,106.9338
68.7691,-14.048899999999989,3.7893999999999863,114.566,71.4595,143.9519,139.7905,101.1462
78.1175,-6.068400000000011,-6.565299999999979,124.3428,85.3987,128.8566,124.0207,98.2014
98.0341,9.348400000000012,7.980499999999978,112.327,99.5615,125.5563,108.9576,86.1862
107.8837,19.91659999999999,15.416800000000023,107.643,112.4868,116.0686,102.446,72.0738
107.9098,9.84960000000001,10.568199999999976,96.37,114.8111,97.752,83.7946,66.0278
110.913,0.026099999999999568,-10.066999999999979,88.8864,114.566,81.0871,94.1914,61.469
128.6909,3.0031999999999925,-9.82350000000001,74.8375,124.3428,72.7801,115.2161,63.5263
112.3692,17.777900000000002,2.977099999999993,68.7691,112.327,92.611,129.6325,74.3646
106.0546,-16.321699999999993,14.77470000000001,78.1175,107.643,106.1656,133.0755,86.6512
98.1912,-6.314600000000013,-34.099599999999995,98.0341,96.37,114.2484,137.9925,83.5305
90.9982,-7.863399999999999,10.00709999999998,107.8837,88.8864,116.6234,150.3558,94.3514
80.0694,-7.192999999999998,-1.5487999999999857,107.9098,74.8375,116.1365,134.4829,110.2263
67.8031,-10.928799999999995,0.6704000000000008,110.913,68.7691,120.7737,132.5304,107.5508
86.3975,-12.266300000000001,-3.7357999999999976,128.6909,78.1175,116.2615,119.4439,105.2968
101.7308,18.594399999999993,-1.3375000000000057,112.3692,98.0341,115.0031,106.7741,95.8909
113.7756,15.333300000000008,30.860699999999994,106.0546,107.8837,101.7561,87.8541,79.0648
119.3533,12.044799999999995,-3.261099999999985,98.1912,107.9098,91.1014,77.7939,70.3554
116.6308,5.577700000000007,-3.2885000000000133,90.9982,110.913,76.5099,91.2895,65.5867
131.0397,-2.722500000000011,-6.467099999999988,80.0694,128.6909,71.4595,110.4994,67.0011
117.2721,14.408900000000017,-8.300200000000018,67.8031,112.3692,85.3987,127.0971,85.6144
111.418,-13.767600000000016,17.131400000000028,86.3975,106.0546,99.5615,132.6468,96.7755
100.6174,-5.854099999999988,-28.176500000000033,101.7308,98.1912,112.4868,134.5576,101.8245
91.2615,-10.800600000000003,7.9135000000000275,113.7756,90.9982,114.8111,143.9519,108.3343
86.5723,-9.355900000000005,-4.9465000000000146,119.3533,80.0694,114.566,128.8566,128.8405
75.3749,-4.6892,1.4446999999999974,116.6308,67.8031,124.3428,125.5563,125.1273
85.5769,-11.197400000000002,4.666700000000006,131.0397,86.3975,112.327,116.0686,116.6079
100.558,10.201999999999998,-6.508200000000002,117.2721,101.7308,107.643,97.752,106.8885
109.5789,14.981100000000012,21.3994,111.418,113.7756,96.37,81.0871,88.2627
108.3617,9.020899999999997,4.779100000000014,100.6174,119.3533,88.8864,72.7801,80.3855
106.0577,-1.2172000000000054,-5.960200000000015,91.2615,116.6308,74.8375,92.611,73.974
116.1377,-2.304000000000002,-10.238100000000003,86.5723,131.0397,68.7691,106.1656,76.1736
108.3776,10.079999999999998,-1.0867999999999967,75.3749,117.2721,78.1175,114.2484,86.6116
112.2052,-7.760099999999994,12.384,85.5769,111.418,98.0341,116.6234,101.2354
100.3483,3.827600000000004,-17.840099999999993,100.558,100.6174,107.8837,116.1365,104.8666
93.9317,-11.85690000000001,11.587699999999998,109.5789,91.2615,107.9098,120.7737,114.318
85.864,-6.416599999999988,-15.684500000000014,108.3617,86.5723,110.913,116.2615,130.5975
76.9749,-8.067700000000002,5.440300000000022,106.0577,75.3749,128.6909,115.0031,124.5167
92.8105,-8.8891,-1.6511000000000138,116.1377,85.5769,112.3692,101.7561,117.4459
101.9743,15.8356,-0.821399999999997,108.3776,100.558,106.0546,91.1014,104.0654
116.1793,9.163799999999995,24.7247,112.2052,109.5789,98.1912,76.5099,86.2262
124.2106,14.204999999999998,-6.671800000000005,100.3483,108.3617,90.9982,71.4595,74.6592
121.5435,8.031300000000002,5.0412000000000035,93.9317,106.0577,80.0694,85.3987,70.6329
132.9865,-2.667100000000005,-6.173699999999997,85.864,116.1377,67.8031,99.5615,73.682
124.8514,11.443000000000012,-10.698400000000007,76.9749,108.3776,86.3975,112.4868,88.9355
121.3321,-8.135100000000008,14.110100000000017,92.8105,112.2052,101.7308,114.8111,100.0295
108.0359,-3.519300000000001,-19.57810000000002,101.9743,100.3483,113.7756,114.566,104.3014
101.3836,-13.296199999999999,4.615800000000007,116.1793,93.9317,119.3533,124.3428,113.2964
86.6647,-6.652299999999997,-9.776899999999998,124.2106,85.864,116.6308,112.327,127.3228
81.2569,-14.718900000000005,6.643900000000002,121.5435,76.9749,131.0397,107.643,121.323
94.2454,-5.407799999999995,-8.066600000000008,132.9865,92.8105,117.2721,96.37,119.079
112.3879,12.988500000000002,9.31110000000001,124.8514,101.9743,111.418,88.8864,96.8704
119.6982,18.1425,18.396299999999997,121.3321,116.1793,100.6174,74.8375,86.412
123.2282,7.310299999999998,5.153999999999996,108.0359,124.2106,91.2615,68.7691,76.9717
116.0635,3.530000000000001,-10.8322,101.3836,121.5435,86.5723,78.1175,70.6204
123.087,-7.164699999999996,-3.780299999999997,86.6647,132.9865,75.3749,98.0341,73.948
116.2639,7.0234999999999985,-10.694699999999997,81.2569,124.8514,85.5769,107.8837,94.5373
113.1717,-6.823099999999997,14.188199999999995,94.2454,121.3321,100.558,107.9098,103.6022
97.9125,-3.0922000000000054,-13.846599999999995,112.3879,108.0359,109.5789,110.913,106.819
90.4732,-15.259200000000007,3.7308999999999912,119.6982,101.3836,108.3617,128.6909,116.8105
77.4378,-7.439299999999989,-12.167000000000002,123.2282,86.6647,106.0577,112.3692,132.008
75.8118,-13.03540000000001,7.819900000000018,116.0635,81.2569,116.1377,106.0546,127.4044
83.4343,-1.6259999999999906,-5.596100000000021,123.087,94.2454,108.3776,98.1912,123.6748
99.4899,7.622499999999988,11.40940000000002,116.2639,112.3879,112.2052,90.9982,106.7224
107.3152,16.055600000000013,9.248499999999979,113.1717,119.6982,100.3483,80.0694,89.4039
112.4309,7.825299999999999,8.433100000000024,97.9125,123.2282,93.9317,67.8031,84.6298
110.3544,5.11569999999999,-8.230300000000014,90.4732,116.0635,85.864,86.3975,79.7024
124.5841,-2.076499999999996,-2.709600000000009,77.4378,123.087,76.9749,101.7308,79.9002
117.2215,14.229700000000008,-7.1921999999999855,75.8118,116.2639,92.8105,113.7756,98.0175
112.6779,-7.3626000000000005,16.306200000000004,83.4343,113.1717,101.9743,119.3533,115.092
103.3118,-4.543600000000012,-21.59230000000001,99.4899,97.9125,116.1793,116.6308,119.3721
92.1321,-9.366099999999989,2.8189999999999884,107.3152,90.4732,124.2106,131.0397,130.0414
82.4347,-11.179700000000011,-4.822499999999977,112.4309,77.4378,121.5435,117.2721,150.9298
76.7608,-9.697399999999988,-1.8136000000000223,110.3544,75.8118,132.9865,111.418,145.4406
86.9988,-5.673900000000003,1.4823000000000235,124.5841,83.4343,124.8514,100.6174,140.7433
98.1116,10.238,4.023499999999984,117.2215,99.4899,121.3321,91.2615,117.3826
116.1718,11.112799999999993,15.911900000000003,112.6779,107.3152,108.0359,86.5723,100.0984
114.9703,18.06020000000001,0.8747999999999934,103.3118,112.4309,101.3836,75.3749,87.7763
114.5613,-1.20150000000001,6.947400000000016,92.1321,110.3544,86.6647,85.5769,83.0951
124.9605,-0.4089999999999918,-19.26170000000002,82.4347,124.5841,81.2569,100.558,87.6177
110.2632,10.399199999999993,0.7925000000000182,76.7608,117.2215,94.2454,109.5789,104.3502
102.6085,-14.697299999999998,10.808199999999985,86.9988,112.6779,112.3879,108.3617,115.434
100.1741,-7.654699999999991,-25.096499999999992,98.1116,103.3118,119.6982,106.0577,121.1818
90.1684,-2.4344000000000108,7.042600000000007,116.1718,92.1321,123.2282,116.1377,126.1014
79.7223,-10.00569999999999,5.22029999999998,114.9703,82.4347,116.0635,108.3776,140.4695
75.7094,-10.446100000000001,-7.5712999999999795,114.5613,76.7608,123.087,112.2052,135.0524
83.629,-4.012900000000002,-0.440400000000011,124.9605,86.9988,116.2639,100.3483,128.2777
